aaaa,1.403537
aaab,4.178958
aaac,5.424799
aaad,1.133723
aaae,6.493747
aaaf,9.629934
aaag,1.655818
aaah,6.358178
aaai,3.192389
aaaj,5.407771
aaak,5.821078
aaal,4.177282
aaam,4.856211
aaan,7.569315
aaao,5.392401
aaap,6.187978
aaaq,8.761298
aaar,7.530077
aaas,5.096331
aaat,1.186614
aaau,2.983452
aaav,8.774742
aaaw,4.064870
aaax,9.246191
aaay,2.400089
aaaz,8.765516
aaba,2.725437
aabb,5.610773
aabc,7.502211
aabd,0.144223
aabe,1.493007
aabf,3.583597
aabg,0.025475
aabh,7.729571
aabi,9.753711
aabj,1.863635
aabk,1.174635
aabl,3.530259
aabm,2.428137
aabn,9.169124
aabo,7.846115
aabp,6.958886
aabq,8.931204
aabr,5.676399
aabs,6.112005
aabt,9.763724
aabu,4.153227
aabv,2.182769
aabw,5.405904
aabx,4.383300
aaby,1.089153
aabz,8.453950
aaca,2.598009
aacb,3.051891
aacc,1.180328
aacd,6.131449
aace,2.093013
aacf,6.935937
aacg,6.794729
aach,8.915031
aaci,8.404074
aacj,8.185013
aack,6.334724
aacl,9.911475
aacm,2.621802
aacn,8.359693
aaco,1.484736
aacp,5.014259
aacq,2.971607
aacr,9.549047
aacs,9.583621
aact,0.353981
aacu,9.539102
aacv,8.951175
aacw,2.814520
aacx,5.182999
aacy,3.045551
aacz,6.732494
aada,8.083096
aadb,9.750760
aadc,1.246966
aadd,0.417336
aade,3.788116
aadf,9.675685
aadg,4.821754
aadh,6.844598
aadi,2.539671
aadj,3.263965
aadk,4.942443
aadl,9.652367
aadm,7.870344
aadn,8.921820
aado,6.795068
aadp,9.820522
aadq,8.607432
aadr,3.162102
aads,4.561681
aadt,9.222737
aadu,1.460537
aadv,5.780731
aadw,2.556053
aadx,2.808252
aady,5.959770
aadz,1.455240
aaea,1.048670
aaeb,2.583211
aaec,1.604297
aaed,7.349275
aaee,1.685290
aaef,2.992381
aaeg,8.794873
aaeh,2.124871
aaei,7.518265
aaej,1.192717
aaek,5.963834
aael,5.206619
aaem,5.044304
aaen,5.092329
aaeo,0.090588
aaep,5.175079
aaeq,1.953055
aaer,7.134494
aaes,7.518756
aaet,5.137799
aaeu,2.804592
aaev,4.842850
aaew,7.700818
aaex,5.620867
aaey,3.533835
aaez,3.342489
aafa,2.811239
aafb,6.370523
aafc,1.848820
aafd,9.048032
aafe,8.918073
aaff,4.532410
aafg,9.068515
aafh,5.673533
aafi,8.418339
aafj,7.386266
aafk,8.054937
aafl,3.837279
aafm,8.480113
aafn,4.640428
aafo,2.228092
aafp,7.208409
aafq,3.311277
aafr,8.218848
aafs,9.709205
aaft,0.120612
aafu,1.557675
aafv,1.838035
aafw,7.813915
aafx,2.784288
aafy,6.965354
aafz,7.480410
aaga,0.669784
aagb,7.093497
aagc,1.117601
aagd,8.677582
aage,2.093511
aagf,6.017764
aagg,7.374341
aagh,5.868130
aagi,7.398935
aagj,5.541702
aagk,9.977826
aagl,9.830923
aagm,6.963413
aagn,3.016939
aago,8.481824
aagp,8.573742
aagq,8.046123
aagr,0.464526
aags,7.188465
aagt,8.417773
aagu,5.656254
aagv,3.607865
aagw,5.074792
aagx,0.877154
aagy,4.040081
aagz,6.391960
aaha,6.644840
aahb,3.342482
aahc,8.558063
aahd,4.325629
aahe,2.668390
aahf,9.295217
aahg,8.274394
aahh,6.741928
aahi,4.177070
aahj,4.712527
aahk,8.666918
aahl,9.649611
aahm,6.080724
aahn,1.200818
aaho,5.567143
aahp,0.216265
aahq,6.606407
aahr,8.954559
aahs,6.069498
aaht,1.662496
aahu,8.346298
aahv,8.204884
aahw,5.151601
aahx,1.476160
aahy,6.049952
aahz,0.988816
aaia,5.487661
aaib,5.444059
aaic,0.765226
aaid,0.943555
aaie,7.117452
aaif,7.417635
aaig,0.331555
aaih,8.563971
aaii,5.226679
aaij,3.585632
aaik,1.205382
aail,6.844467
aaim,3.329791
aain,8.899926
aaio,6.808462
aaip,2.478437
aaiq,7.715745
aair,9.905867
aais,2.041012
aait,1.295756
aaiu,8.822500
aaiv,2.950470
aaiw,9.056309
aaix,5.431639
aaiy,9.478295
aaiz,2.156350
aaja,8.414150
aajb,6.602973
aajc,8.949099
aajd,8.489101
aaje,8.181656
aajf,1.834555
aajg,4.770948
aajh,7.611453
aaji,4.894450
aajj,6.277750
aajk,9.801222
aajl,2.030007
aajm,3.173820
aajn,8.904394
aajo,1.500069
aajp,4.740176
aajq,6.366964
aajr,6.903614
aajs,4.860006
aajt,8.585151
aaju,9.580399
aajv,9.025425
aajw,7.623989
aajx,1.672124
aajy,8.557515
aajz,7.256944
aaka,1.693965
aakb,4.513589
aakc,0.811819
aakd,1.434608
aake,4.616186
aakf,3.844047
aakg,4.951889
aakh,0.929758
aaki,7.759979
aakj,7.509608
aakk,7.642923
aakl,1.055176
aakm,4.957903
aakn,6.693187
aako,6.175637
aakp,7.284019
aakq,4.053207
aakr,0.378246
aaks,0.867736
aakt,4.215535
aaku,5.038692
aakv,9.746391
aakw,8.171642
aakx,5.152307
aaky,1.378684
aakz,0.875322
aala,0.242640
aalb,5.598165
aalc,6.419038
aald,4.926212
aale,0.972191
aalf,2.996376
aalg,0.903925
aalh,0.694516
aali,1.912572
aalj,4.785406
aalk,8.404928
aall,9.687878
aalm,7.122435
aaln,5.909072
aalo,1.372768
aalp,4.400171
aalq,6.775683
aalr,5.656979
aals,6.519224
aalt,8.410760
aalu,4.378851
aalv,2.769621
aalw,0.206135
aalx,6.093017
aaly,2.353851
aalz,5.801558
aama,5.152768
aamb,1.232949
aamc,1.130563
aamd,0.611544
aame,3.403242
aamf,7.618145
aamg,8.241505
aamh,4.277773
aami,6.146543
aamj,2.320175
aamk,4.986128
aaml,9.086639
aamm,4.876326
aamn,4.670582
aamo,5.736507
aamp,5.029427
aamq,7.701673
aamr,9.097023
aams,8.133691
aamt,6.601903
aamu,3.512068
aamv,6.330749
aamw,9.003480
aamx,0.245461
aamy,6.568035
aamz,6.023845
aana,2.119747
aanb,9.978771
aanc,1.861828
aand,3.676293
aane,3.597431
aanf,7.634319
aang,3.539296
aanh,5.450416
aani,6.244677
aanj,6.674400
aank,4.189708
aanl,9.093806
aanm,4.182648
aann,3.567728
aano,4.766096
aanp,9.406670
aanq,4.365996
aanr,9.116931
aans,2.623110
aant,5.282197
aanu,2.892165
aanv,1.827239
aanw,4.607162
aanx,3.971174
aany,8.022010
aanz,1.454616
aaoa,0.813591
aaob,4.717424
aaoc,6.114879
aaod,9.906034
aaoe,7.764129
aaof,9.693046
aaog,8.638883
aaoh,6.805506
aaoi,0.492324
aaoj,2.901075
aaok,1.103382
aaol,2.950057
aaom,7.143983
aaon,0.040430
aaoo,0.928093
aaop,8.103986
aaoq,1.377555
aaor,3.491945
aaos,1.487390
aaot,9.820770
aaou,8.856555
aaov,6.687874
aaow,6.317918
aaox,6.194051
aaoy,3.539687
aaoz,3.566927
aapa,0.800684
aapb,5.545075
aapc,6.293196
aapd,6.847961
aape,1.138864
aapf,4.115046
aapg,4.193004
aaph,1.879883
aapi,2.355340
aapj,5.957831
aapk,7.493611
aapl,1.404196
aapm,9.442459
aapn,6.434092
aapo,7.799712
aapp,9.859549
aapq,2.355805
aapr,0.453922
aaps,4.619314
aapt,1.971905
aapu,8.639997
aapv,6.245714
aapw,2.632597
aapx,5.600349
aapy,6.043944
aapz,5.603501
aaqa,0.079120
aaqb,3.539936
aaqc,7.739124
aaqd,2.421631
aaqe,8.897026
aaqf,9.852402
aaqg,9.539930
aaqh,1.378871
aaqi,3.994904
aaqj,9.109567
aaqk,7.866160
aaql,0.853834
aaqm,5.173945
aaqn,1.024620
aaqo,0.731353
aaqp,2.297250
aaqq,0.477907
aaqr,3.010117
aaqs,5.182908
aaqt,0.207925
aaqu,2.730824
aaqv,0.426080
aaqw,2.341887
aaqx,0.996043
aaqy,3.085862
aaqz,5.592140
aara,3.216458
aarb,8.870977
aarc,2.929495
aard,3.335969
aare,4.452636
aarf,3.175711
aarg,6.301005
aarh,3.453701
aari,7.298335
aarj,4.690405
aark,4.173022
aarl,9.538787
aarm,4.153145
aarn,2.345943
aaro,6.549441
aarp,7.349877
aarq,4.541399
aarr,0.108951
aars,7.055477
aart,3.470693
aaru,6.979320
aarv,5.708583
aarw,8.235155
aarx,0.912614
aary,7.009487
aarz,4.856614
aasa,0.454548
aasb,3.215791
aasc,8.449793
aasd,6.314877
aase,9.909597
aasf,9.190721
aasg,8.298368
aash,7.884568
aasi,0.135535
aasj,6.527601
aask,4.140120
aasl,8.495941
aasm,4.674196
aasn,0.389992
aaso,3.929465
aasp,1.423956
aasq,4.264179
aasr,1.379806
aass,6.847089
aast,6.363289
aasu,8.011686
aasv,7.194827
aasw,1.586609
aasx,0.844116
aasy,8.985141
aasz,6.542119
aata,9.453247
aatb,6.501070
aatc,6.569994
aatd,0.698193
aate,4.580834
aatf,2.812647
aatg,2.038689
aath,9.347681
aati,2.372934
aatj,9.159633
aatk,8.353291
aatl,2.616940
aatm,3.139184
aatn,9.150599
aato,6.968214
aatp,0.179168
aatq,6.440176
aatr,8.595892
aats,5.575113
aatt,0.141700
aatu,1.820288
aatv,7.831898
aatw,5.898897
aatx,7.302235
aaty,1.977108
aatz,1.280151
aaua,8.163096
aaub,8.290790
aauc,9.071399
aaud,8.488493
aaue,5.062901
aauf,5.602621
aaug,5.937062
aauh,6.404998
aaui,6.358573
aauj,2.472608
aauk,2.478228
aaul,8.078668
aaum,1.095624
aaun,5.984041
aauo,5.870574
aaup,2.403165
aauq,6.891086
aaur,4.074437
aaus,2.081391
aaut,3.304842
aauu,6.804902
aauv,2.466491
aauw,7.522407
aaux,0.264759
aauy,9.869143
aauz,6.946818
aava,1.407699
aavb,6.103666
aavc,9.866291
aavd,8.112413
aave,8.052977
aavf,8.523619
aavg,2.943903
aavh,5.749041
aavi,7.460474
aavj,1.431272
aavk,1.784455
aavl,4.187847
aavm,8.358320
aavn,3.505497
aavo,3.490615
aavp,0.734265
aavq,9.403842
aavr,5.590691
aavs,1.772393
aavt,2.953851
aavu,1.280899
aavv,5.367227
aavw,1.748490
aavx,0.133689
aavy,1.009238
aavz,1.527496
aawa,0.742333
aawb,0.656037
aawc,0.645659
aawd,5.691664
aawe,5.642986
aawf,3.052148
aawg,7.470524
aawh,1.046682
aawi,6.246693
aawj,8.215048
aawk,1.408925
aawl,6.200149
aawm,3.703832
aawn,9.508668
aawo,4.045846
aawp,5.938075
aawq,0.500220
aawr,6.216652
aaws,8.239221
aawt,4.655649
aawu,5.358476
aawv,4.842252
aaww,9.277113
aawx,2.478485
aawy,0.789868
aawz,8.605691
aaxa,9.666482
aaxb,5.722649
aaxc,2.258610
aaxd,3.582243
aaxe,4.829311
aaxf,8.814508
aaxg,0.432176
aaxh,9.121447
aaxi,3.253359
aaxj,9.086890
aaxk,4.383348
aaxl,5.664403
aaxm,5.617271
aaxn,2.512324
aaxo,7.911775
aaxp,5.388109
aaxq,4.458043
aaxr,6.080970
aaxs,5.470263
aaxt,5.216049
aaxu,5.044289
aaxv,2.100552
aaxw,8.086331
aaxx,7.118134
aaxy,6.750618
aaxz,3.548626
aaya,8.778197
aayb,1.583227
aayc,4.936192
aayd,6.586571
aaye,4.665556
aayf,8.106654
aayg,9.039972
aayh,3.545670
aayi,5.472394
aayj,3.995182
aayk,0.494414
aayl,3.718569
aaym,4.892971
aayn,2.416348
aayo,9.332068
aayp,5.779794
aayq,9.505191
aayr,8.158095
aays,0.687826
aayt,8.637934
aayu,2.047509
aayv,0.777061
aayw,9.631758
aayx,4.754390
aayy,7.615356
aayz,0.539427
aaza,1.499365
aazb,7.751581
aazc,6.740040
aazd,7.571499
aaze,9.568662
aazf,3.022896
aazg,8.794748
aazh,9.968521
aazi,6.088488
aazj,9.873383
aazk,7.275312
aazl,2.240777
aazm,8.254533
aazn,1.146284
aazo,5.000929
aazp,8.773268
aazq,5.798780
aazr,4.058060
aazs,2.777698
aazt,0.555758
aazu,5.172723
aazv,8.438222
aazw,1.505950
aazx,5.276203
aazy,2.443965
aazz,9.877954
abaa,6.087688
abab,4.729692
abac,1.990648
abad,6.559025
abae,2.373473
abaf,2.707994
abag,2.865070
abah,9.738431
abai,7.423292
abaj,9.876031
abak,8.718217
abal,3.839945
abam,6.414259
aban,0.196171
abao,3.705166
abap,2.057293
abaq,2.834329
abar,2.277742
abas,2.218507
abat,0.603955
abau,7.846958
abav,6.781724
abaw,4.309134
abax,7.777433
abay,2.829606
abaz,8.610571
abba,9.156428
abbb,5.783414
abbc,0.092667
abbd,4.029995
abbe,3.662384
abbf,6.155943
abbg,2.270464
abbh,3.105922
abbi,3.060506
abbj,6.294079
abbk,4.150999
abbl,5.463634
abbm,7.671117
abbn,6.170309
abbo,4.291935
abbp,3.738593
abbq,1.922514
abbr,7.628913
abbs,5.457301
abbt,7.582693
abbu,2.640674
abbv,9.429240
abbw,5.450729
abbx,3.562669
abby,2.629739
abbz,1.716526
abca,1.877211
abcb,1.509850
abcc,4.937399
abcd,2.097721
abce,1.360679
abcf,5.216790
abcg,1.023304
abch,3.222021
abci,2.234768
abcj,9.000386
abck,5.544231
abcl,7.879261
abcm,9.515924
abcn,8.639907
abco,0.148961
abcp,8.351933
abcq,5.975844
abcr,9.390126
abcs,9.910306
abct,3.216346
abcu,9.132910
abcv,8.869105
abcw,8.016011
abcx,7.378492
abcy,7.145719
abcz,9.890070
abda,5.413391
abdb,8.303488
abdc,4.393560
abdd,6.269835
abde,8.342847
abdf,0.819228
abdg,7.447888
abdh,2.294485
abdi,4.938242
abdj,2.770479
abdk,6.919085
abdl,9.295031
abdm,2.523353
abdn,3.796487
abdo,7.481859
abdp,1.993305
abdq,1.692154
abdr,8.584998
abds,7.128846
abdt,5.973151
abdu,3.329804
abdv,6.282241
abdw,6.038929
abdx,6.144633
abdy,4.404181
abdz,9.190598
abea,9.691015
abeb,1.483511
abec,8.041027
abed,4.103554
abee,2.724541
abef,2.743555
abeg,7.784132
abeh,2.569466
abei,7.477327
abej,7.368879
abek,3.615492
abel,7.062678
abem,1.170736
aben,9.698297
abeo,5.782295
abep,8.393695
abeq,0.221550
aber,2.922526
abes,8.609311
abet,6.261945
abeu,9.148528
abev,2.811259
abew,0.965410
abex,9.755696
abey,6.894714
abez,7.132053
abfa,9.162620
abfb,9.993823
abfc,1.393201
abfd,8.559227
abfe,4.260727
abff,1.584745
abfg,4.837610
abfh,5.571447
abfi,9.350428
abfj,0.684050
abfk,4.000577
abfl,9.580340
abfm,3.760227
abfn,8.365615
abfo,3.047086
abfp,6.028476
abfq,6.473848
abfr,8.678965
abfs,9.595806
abft,3.759756
abfu,1.841319
abfv,7.073978
abfw,0.191078
abfx,7.310640
abfy,3.990943
abfz,3.756595
abga,8.768494
abgb,7.659890
abgc,4.456163
abgd,3.922488
abge,9.009577
abgf,2.950071
abgg,4.377633
abgh,8.219469
abgi,6.045262
abgj,5.266632
abgk,6.261883
abgl,6.175129
abgm,1.259812
abgn,7.816831
abgo,2.769074
abgp,5.930956
abgq,7.428219
abgr,2.988281
abgs,6.644792
abgt,6.205289
abgu,8.195127
abgv,5.622867
abgw,7.578337
abgx,8.643386
abgy,1.743098
abgz,3.365336
abha,3.378615
abhb,9.962166
abhc,9.453874
abhd,4.931336
abhe,7.944079
abhf,1.222131
abhg,6.784130
abhh,9.672171
abhi,9.205265
abhj,5.758915
abhk,3.578495
abhl,8.804500
abhm,2.134145
abhn,3.992296
abho,7.287063
abhp,0.412273
abhq,1.623230
abhr,9.535977
abhs,0.771239
abht,7.448408
abhu,5.258584
abhv,3.280232
abhw,7.631483
abhx,3.105016
abhy,1.987426
abhz,5.300982
abia,9.390748
abib,2.114759
abic,2.100029
abid,7.558718
abie,0.243842
abif,2.300500
abig,5.373871
abih,3.695307
abii,5.530123
abij,2.583213
abik,0.641032
abil,4.019415
abim,6.788702
abin,9.828739
abio,0.921127
abip,3.683245
abiq,3.848911
abir,9.109023
abis,8.929700
abit,3.536146
abiu,3.677112
abiv,9.848679
abiw,6.498512
abix,9.335325
abiy,4.911804
abiz,4.039092
abja,5.088469
abjb,1.695154
abjc,5.464768
abjd,7.123557
abje,6.852537
abjf,6.495539
abjg,5.411889
abjh,8.600571
abji,6.145630
abjj,7.644249
abjk,0.454449
abjl,1.809718
abjm,9.390196
abjn,6.348296
abjo,0.876859
abjp,2.427397
abjq,9.450426
abjr,5.517148
abjs,8.555674
abjt,5.270141
abju,4.684252
abjv,4.461495
abjw,8.174305
abjx,8.644565
abjy,6.724019
abjz,5.198429
abka,1.754476
abkb,0.631406
abkc,6.680612
abkd,4.775337
abke,2.955538
abkf,0.215680
abkg,8.145801
abkh,1.368369
abki,8.505586
abkj,8.407560
abkk,1.104728
abkl,9.111769
abkm,8.866389
abkn,7.672450
abko,2.978930
abkp,0.402723
abkq,6.336263
abkr,3.376411
abks,8.813578
abkt,6.781181
abku,6.718649
abkv,5.915306
abkw,0.589708
abkx,7.549693
abky,4.954744
abkz,4.281633
abla,2.799469
ablb,0.875851
ablc,7.212134
abld,2.783575
able,3.191295
ablf,1.546298
ablg,5.322932
ablh,0.744847
abli,7.665838
ablj,6.030066
ablk,6.662063
abll,7.877114
ablm,1.442558
abln,7.807015
ablo,6.075673
ablp,1.251001
ablq,9.258361
ablr,7.433506
abls,9.665981
ablt,6.034224
ablu,5.892319
ablv,9.519453
ablw,3.212498
ablx,6.140260
ably,5.239506
ablz,6.727868
abma,0.983981
abmb,4.902490
abmc,5.062733
abmd,7.653631
abme,0.546098
abmf,7.822524
abmg,1.846915
abmh,6.335976
abmi,5.980020
abmj,2.935766
abmk,5.601761
abml,1.290399
abmm,4.529323
abmn,9.088981
abmo,9.850896
abmp,7.173740
abmq,0.751666
abmr,0.379324
abms,5.514201
abmt,2.977774
abmu,1.747681
abmv,6.242177
abmw,2.390804
abmx,0.636351
abmy,3.968486
abmz,0.768260
abna,2.591072
abnb,6.556156
abnc,8.810451
abnd,7.619775
abne,8.212620
abnf,3.239804
abng,6.291185
abnh,0.600267
abni,1.558170
abnj,4.101292
abnk,6.161243
abnl,6.890191
abnm,0.235967
abnn,1.306654
abno,1.263384
abnp,3.263786
abnq,8.027337
abnr,2.369396
abns,9.144311
abnt,7.737222
abnu,9.004363
abnv,1.097724
abnw,1.144310
abnx,0.918882
abny,7.220536
abnz,8.635476
aboa,5.075614
abob,6.200201
aboc,9.574944
abod,6.954206
aboe,0.972550
abof,7.553334
abog,2.126348
aboh,0.405828
aboi,9.451510
aboj,3.307021
abok,8.289975
abol,1.993389
abom,8.223106
abon,5.000403
aboo,6.805429
abop,6.863837
aboq,2.510889
abor,4.076372
abos,7.034214
abot,4.970759
abou,4.298136
abov,4.972314
abow,4.270607
abox,5.955646
aboy,3.162498
aboz,4.137784
abpa,1.788199
abpb,0.960120
abpc,4.478968
abpd,8.834222
abpe,5.358092
abpf,8.455125
abpg,1.971571
abph,0.823557
abpi,8.058566
abpj,2.209221
abpk,1.857401
abpl,6.903914
abpm,7.133813
abpn,3.204517
abpo,8.429163
abpp,7.001279
abpq,7.828893
abpr,2.498087
abps,9.063925
abpt,3.971393
abpu,1.230662
abpv,9.924696
abpw,3.752916
abpx,2.581277
abpy,5.721356
abpz,6.689837
abqa,6.107069
abqb,4.754897
abqc,6.816131
abqd,4.780667
abqe,7.946345
abqf,0.709368
abqg,4.057330
abqh,7.998034
abqi,7.478916
abqj,6.828223
abqk,5.889242
abql,9.407645
abqm,5.325652
abqn,8.420747
abqo,5.233682
abqp,9.664031
abqq,9.195291
abqr,4.521126
abqs,2.291005
abqt,0.992838
abqu,9.590998
abqv,7.003960
abqw,1.444220
abqx,2.120471
abqy,0.678104
abqz,7.540592
abra,4.275441
abrb,7.061617
abrc,8.694989
abrd,3.155468
abre,9.042456
abrf,3.526796
abrg,6.589858
abrh,2.703267
abri,5.462366
abrj,7.584693
abrk,3.267797
abrl,4.546566
abrm,9.059424
abrn,0.762725
abro,9.727861
abrp,5.768058
abrq,1.796072
abrr,4.169158
abrs,8.101317
abrt,5.103047
abru,8.776797
abrv,0.649453
abrw,7.757927
abrx,5.782028
abry,7.020790
abrz,8.167942
absa,1.329352
absb,1.081426
absc,2.005042
absd,6.638376
abse,1.135722
absf,5.026115
absg,2.371157
absh,3.401528
absi,4.892798
absj,3.787012
absk,8.174415
absl,9.099036
absm,2.238481
absn,3.583102
abso,2.711467
absp,9.861966
absq,8.184183
absr,6.337214
abss,5.394126
abst,3.269130
absu,0.533505
absv,5.593155
absw,5.389857
absx,6.793393
absy,4.501172
absz,3.205426
abta,3.780918
abtb,4.944459
abtc,6.483079
abtd,1.011513
