1,0.96437184732957
2,0.0805100357101831
3,0.584251911326259
4,0.864856945730247
5,0.24063216123177
6,0.630531131430007
7,0.55905038674566
8,0.514815021654286
9,0.66668625547098
10,0.783004623353368
11,0.381357337810671
12,0.455171769313002
13,0.20649599998874
14,0.494664363070751
15,0.403476035112614
16,0.330992203971745
17,0.645634051193433
18,0.921195163658244
19,0.110930414316669
20,0.46743771084576
21,0.853333618421996
22,0.850577190384312
23,0.210521317967778
24,0.239133472505779
25,0.401625421935059
26,0.70165491672526
27,0.794785248141379
28,0.357188215755114
29,0.373817186005016
30,0.645265263092616
31,0.193010465002852
32,0.558107700908827
33,0.237759020455695
34,0.48986115368003
35,0.470478474498327
36,0.22898932576529
37,0.490912229888748
38,0.264787176144051
39,0.756879166615441
40,0.302834264057233
41,0.163830875236375
42,0.432478348984809
43,0.79033726961329
44,0.120485078158929
45,0.99276366488465
46,0.681808704981057
47,0.0302781325119325
48,0.791748258789288
49,0.798938433721874
50,0.0909900485031569
51,0.932039925375996
52,0.497621810151906
53,0.525118900043938
54,0.525865517099013
55,0.709044534539747
56,0.855479590316802
57,0.511124904611609
58,0.353196804499207
59,0.822198020026015
60,0.470387331546289
61,0.0959488527383863
62,0.637195242074278
63,0.905507783898706
64,0.0863480215979356
65,0.608033788994505
66,0.561356023161574
67,0.388797778006066
68,0.414804924644999
69,0.268574028413484
70,0.524410686390201
71,0.0574794751112334
72,0.126933587603442
73,0.231849275430521
74,0.875536892375873
75,0.622631450690034
76,0.11107058465847
77,0.30005704414072
78,0.187374635029213
79,0.388730451667834
80,0.446687331789359
81,0.484997601572955
82,0.692213943921402
83,0.100506374971442
84,0.348827556903076
85,0.00257813193875322
86,0.76978084879971
87,0.818296121055182
88,0.310247574115639
89,0.62916380793251
90,0.942930144256265
91,0.720220470925908
92,0.459140450569388
93,0.461520324601744
94,0.644038876656
95,0.0113093276254456
96,0.559778022384115
97,0.348954545039213
98,0.298295816501676
99,0.448078888322995
100,0.16114102335475
